,genre,type,episodes,rating_anime,members,rating_user,Mature,SliceOfLife,Fiction,Action,Shonen,Others,Sexual,Josei
9225,"Comedy, Kids, School, Slice of Life, Supernatural",Movie,1,6.6,61,-1.0,,1.0,1.0,,1.0,,,
9226,"Comedy, Kids, School, Slice of Life",Movie,1,5.6,59,-1.0,,1.0,,,1.0,,,
9227,Drama,Movie,1,7.0,57,-1.0,1.0,,,,,,,
9228,Comedy,Special,1,4.75,63,-1.0,,,,,1.0,,,
9229,"Comedy, Parody",TV,164,6.47,85,1.0,,,,,1.0,,,
9230,"Kids, Slice of Life",TV,13,6.67,29,-1.0,,1.0,,,1.0,,,
9231,"Drama, Historical",Movie,1,4.24,156,3.0,1.0,,,,,,,
9232,Comedy,TV,156,7.36,118,-1.0,,,,,1.0,,,
9233,"Comedy, Slice of Life",TV,26,5.75,99,-1.0,,1.0,,,1.0,,,
9234,"Drama, Fantasy, Historical, Shoujo",OVA,1,6.22,173,-1.0,1.0,1.0,1.0,,,,,
9235,"Action, Drama, Sports",OVA,1,5.5,83,5.0,1.0,,,1.0,,,,
9236,"Action, Martial Arts, Romance, School, Shounen",OVA,1,6.08,90,-1.0,,1.0,,1.0,1.0,,,
9237,"Comedy, Drama, Romance, Shoujo, Slice of Life",TV,26,6.17,201,3.3333333333333335,1.0,1.0,,,1.0,,,
9238,"Comedy, Shounen, Slice of Life",TV,22,6.38,70,-1.0,,1.0,,,1.0,,,
9239,"Action, Comedy, Sci-Fi",Special,1,5.93,178,2.3333333333333335,,,1.0,1.0,1.0,,,
9240,"Comedy, Romance, Slice of Life",Movie,1,6.57,97,-1.0,,1.0,,,1.0,,,
9241,"Adventure, Drama, Historical",TV,39,6.48,176,0.3333333333333333,1.0,,,,1.0,,,
9242,"Comedy, Slice of Life",TV,103,7.77,250,-1.0,,1.0,,,1.0,,,
9243,"Comedy, Slice of Life",Movie,1,7.09,142,0.6666666666666666,,1.0,,,1.0,,,
9244,"Adventure, Comedy, Fantasy",Movie,1,5.0,94,-1.0,,,1.0,,1.0,,,
9245,"Adventure, Comedy, Fantasy, Kids, Slice of Life",Special,1,5.64,78,-1.0,,1.0,1.0,,1.0,,,
9246,Comedy,Movie,1,4.41,128,2.6666666666666665,,,,,1.0,,,
9247,"Drama, Kids",OVA,1,8.4,101,-1.0,1.0,,,,1.0,,,
9248,Comedy,Movie,1,6.43,60,-1.0,,,,,1.0,,,
9249,"Historical, Kids",Movie,1,9.0,47,-1.0,1.0,,,,1.0,,,
9250,"Historical, Kids",OVA,1,5.0,42,-1.0,1.0,,,,1.0,,,
9251,"Drama, Kids",OVA,1,8.0,49,-1.0,1.0,,,,1.0,,,
9252,"Comedy, Seinen",OVA,3,5.67,183,-1.0,1.0,,,,1.0,,,
9253,Slice of Life,OVA,1,5.31,92,0.3333333333333333,,1.0,,,,,,
9254,"Action, Adventure, Sci-Fi",TV,34,6.9,128,-1.0,,,1.0,1.0,1.0,,,
9255,"Drama, Fantasy, Historical",Movie,1,6.06,177,3.0,1.0,,1.0,,,,,
9256,Kids,Special,1,3.93,52,5.0,,,,,1.0,,,
9257,"Historical, Kids",Movie,1,8.33,52,-1.0,1.0,,,,1.0,,,
9258,"Comedy, Slice of Life",OVA,1,6.07,107,-1.0,,1.0,,,1.0,,,
9259,"Adventure, Comedy, Sci-Fi",TV,39,6.89,81,3.5,,,1.0,,1.0,,,
9260,"Comedy, Kids, Super Power",TV,32,5.25,240,3.5,,,,,1.0,,,
9261,"Historical, Kids",OVA,1,5.67,68,-1.0,1.0,,,,1.0,,,
9262,"Comedy, Kids, Sci-Fi",TV,26,5.68,195,-1.0,,,1.0,,1.0,,,
9263,"Fantasy, Kids",Movie,1,3.33,41,3.0,,,1.0,,1.0,,,
9264,Fantasy,Special,1,5.4,98,-1.0,,,1.0,,,,,
9265,Supernatural,Movie,1,6.08,97,-1.0,,,1.0,,,,,
9266,Music,Music,1,4.51,89,3.0,,,,,1.0,,,
9267,"Comedy, Fantasy",Movie,1,5.73,271,5.2,,,1.0,,1.0,,,
9268,"Demons, Fantasy, Kids",Movie,1,6.21,131,2.25,,,1.0,,1.0,,,
9269,"Demons, Historical, Kids",Movie,1,5.81,91,7.0,1.0,,1.0,,1.0,,,
9270,"Demons, Kids",OVA,1,6.4,64,-1.0,,,1.0,,1.0,,,
9271,Comedy,TV,12,4.98,150,-1.0,,,,,1.0,,,
9272,Comedy,ONA,6,5.05,92,-1.0,,,,,1.0,,,
9273,"Action, Adventure",OVA,1,5.25,76,-1.0,,,,1.0,1.0,,,
9274,Comedy,TV,15,6.8,75,4.5,,,,,1.0,,,
9275,"Historical, Kids",OVA,1,7.5,53,-1.0,1.0,,,,1.0,,,
9276,"Kids, Music",Music,1,3.84,77,3.0,,,,,1.0,,,
9277,"Adventure, Kids",TV,86,5.65,164,0.5,,,,,1.0,,,
9278,"Adventure, Kids",Movie,1,4.0,73,-1.0,,,,,1.0,,,
9279,"Adventure, Kids",Movie,1,6.57,85,-1.0,,,,,1.0,,,
9280,"Fantasy, Kids",OVA,1,6.8,60,-1.0,,,1.0,,1.0,,,
9281,"Comedy, Kids",TV,52,6.63,87,-1.0,,,,,1.0,,,
9282,"Kids, Music",Music,1,4.16,98,4.0,,,,,1.0,,,
9283,"Action, Drama, Police",OVA,2,6.0,131,3.0,1.0,,,1.0,,1.0,,
9284,Comedy,TV,36,7.13,102,-1.0,,,,,1.0,,,
9285,Comedy,TV,14,5.71,101,-1.0,,,,,1.0,,,
9286,"Fantasy, Kids",OVA,1,6.25,53,-1.0,,,1.0,,1.0,,,
9287,"Action, Adventure",TV,52,7.15,143,6.6,,,,1.0,1.0,,,
9288,"Historical, Music",Movie,1,3.95,102,6.0,1.0,,,,1.0,,,
9289,Kids,OVA,1,5.05,81,-1.0,,,,,1.0,,,
9290,Slice of Life,Movie,1,4.36,111,2.75,,1.0,,,,,,
9291,Magic,Movie,1,5.83,398,3.0,,,1.0,,,,,
9292,Drama,Movie,1,7.96,221,-1.0,1.0,,,,,,,
9293,Kids,Movie,1,4.08,94,7.0,,,,,1.0,,,
9294,"Drama, Supernatural, Thriller",ONA,11,6.08,250,-1.0,1.0,,1.0,,,,,
9295,Comedy,Special,1,6.29,193,7.5,,,,,1.0,,,
9296,"Comedy, Historical",OVA,1,6.4,191,7.5,1.0,,,,1.0,,,
9297,Comedy,Movie,1,6.52,224,4.666666666666667,,,,,1.0,,,
9298,"Comedy, Parody",Special,1,7.55,2525,5.205128205128205,,,,,1.0,,,
9299,Comedy,TV,26,6.83,62,-1.0,,,,,1.0,,,
9300,Kids,Movie,1,6.33,85,-1.0,,,,,1.0,,,
9301,Historical,TV,312,6.11,146,-1.0,1.0,,,,,,,
9302,Adventure,Movie,1,5.5,67,-1.0,,,,,1.0,,,
9303,"Action, Sports",TV,156,6.6,86,-1.0,,,,1.0,,,,
9304,"Action, Drama, Shounen",TV,156,7.2,158,-1.0,1.0,,,1.0,1.0,,,
9305,"Comedy, Romance",Movie,1,4.4,109,4.0,,1.0,,,1.0,,,
9306,"Comedy, Romance",Special,1,5.78,78,-1.0,,1.0,,,1.0,,,
9307,Seinen,OVA,3,5.83,88,-1.0,1.0,,,,,,,
9308,Fantasy,OVA,1,6.2,68,-1.0,,,1.0,,,,,
9309,nan,Movie,1,4.16,74,4.0,,,,,,1.0,,
9310,"Mecha, Sci-Fi",TV,52,6.57,287,4.571428571428571,,,1.0,,,,,
9311,Fantasy,Movie,1,5.64,107,-1.0,,,1.0,,,,,
9312,Comedy,ONA,7,5.17,65,6.0,,,,,1.0,,,
9313,"Comedy, Kids",TV,31,6.0,51,-1.0,,,,,1.0,,,
9314,"Historical, School, Shoujo",Special,1,4.35,574,-1.0,1.0,1.0,,,,,,
9315,"Adventure, Comedy",Movie,1,6.73,111,-1.0,,,,,1.0,,,
9316,Kids,TV,52,4.0,113,-1.0,,,,,1.0,,,
9317,"Action, Game",TV,23,6.44,223,-1.0,,,,1.0,,1.0,,
9318,"Comedy, Kids, Slice of Life",TV,85,6.38,71,-1.0,,1.0,,,1.0,,,
9319,"Historical, Kids",Movie,1,6.0,56,-1.0,1.0,,,,1.0,,,
9320,"Fantasy, Historical, Kids",OVA,1,8.0,47,-1.0,1.0,,1.0,,1.0,,,
9321,Comedy,Movie,1,3.33,102,2.0,,,,,1.0,,,
9322,"Drama, Historical",TV,13,6.19,216,4.2,1.0,,,,,,,
9323,"Kids, Music",Music,1,3.93,85,3.5,,,,,1.0,,,
9324,"Adventure, Comedy, Fantasy, Shoujo, Shounen Ai",Special,1,5.75,183,-1.0,,1.0,1.0,,1.0,,,1.0
9325,Drama,Movie,1,6.83,112,-1.0,1.0,,,,,,,
9326,"Comedy, Kids, Slice of Life",TV,26,5.6,56,-1.0,,1.0,,,1.0,,,
9327,"Kids, Sports",OVA,1,3.82,72,-1.0,,,,1.0,1.0,,,
9328,"Adventure, Comedy",TV,24,6.6,44,-1.0,,,,,1.0,,,
9329,Kids,TV,26,5.35,147,-1.0,,,,,1.0,,,
9330,"Comedy, Slice of Life",OVA,10,4.75,207,3.6666666666666665,,1.0,,,1.0,,,
9331,"Comedy, Slice of Life",OVA,1,5.1,127,2.5,,1.0,,,1.0,,,
9332,Comedy,ONA,8,3.72,117,5.0,,,,,1.0,,,
9333,"Comedy, Slice of Life, Supernatural",OVA,10,4.0,93,2.0,,1.0,1.0,,1.0,,,
9334,"Comedy, Slice of Life",Special,3,4.08,77,4.0,,1.0,,,1.0,,,
9335,"Comedy, Slice of Life",Movie,5,4.67,161,3.3333333333333335,,1.0,,,1.0,,,
9336,"Comedy, Parody",OVA,10,4.88,135,2.5,,,,,1.0,,,
9337,"Comedy, Parody",ONA,4,4.12,120,2.5,,,,,1.0,,,
9338,"Comedy, Parody",Special,2,3.94,115,3.0,,,,,1.0,,,
9339,"Comedy, Slice of Life",OVA,10,5.19,211,2.5,,1.0,,,1.0,,,
9340,"Comedy, Slice of Life",Special,3,4.35,107,2.5,,1.0,,,1.0,,,
9341,"Comedy, Slice of Life",Special,2,5.7,75,6.0,,1.0,,,1.0,,,
9342,"Comedy, Slice of Life",Special,1,4.67,83,6.0,,1.0,,,1.0,,,
9343,"Drama, Romance, Shounen",OVA,1,6.35,161,3.1666666666666665,1.0,1.0,,,1.0,,,
9344,"Kids, Slice of Life",Special,1,5.24,149,3.6666666666666665,,1.0,,,1.0,,,
9345,"Comedy, Kids",TV,100,6.7,377,2.25,,,,,1.0,,,
9346,"Comedy, Kids",TV,52,6.27,98,3.5,,,,,1.0,,,
9347,"Comedy, Kids",TV,50,6.88,101,3.5,,,,,1.0,,,
9348,"Comedy, Kids",Movie,1,4.7,110,-1.0,,,,,1.0,,,
9349,"Drama, Military, Seinen",Movie,1,7.32,189,4.0,1.0,,,,,1.0,,
9350,"Action, Comedy",Movie,3,5.27,135,4.0,,,,1.0,1.0,,,
9351,"Drama, Historical, Shoujo, Slice of Life",Movie,1,6.69,126,-1.0,1.0,1.0,,,,,,
9352,"Drama, Historical, Kids, Shoujo, Slice of Life",Special,2,6.53,111,-1.0,1.0,1.0,,,1.0,,,
9353,"Kids, Music",Music,1,3.63,87,3.0,,,,,1.0,,,
9354,"Adventure, Fantasy",Special,2,5.71,128,3.0,,,1.0,,1.0,,,
9355,"Action, Drama, Military, Seinen",OVA,1,5.44,176,4.333333333333333,1.0,,,1.0,,1.0,,
9356,"Comedy, Kids",TV,65,6.05,153,-1.0,,,,,1.0,,,
9357,"Drama, Music, Romance, Shoujo, Slice of Life",Special,4,5.33,194,1.0,1.0,1.0,,,1.0,,,
9358,Kids,TV,Unknown,6.33,59,-1.0,,,,,1.0,,,
9359,"Comedy, Kids",TV,52,6.83,102,-1.0,,,,,1.0,,,
9360,"Comedy, Sports",TV,29,5.0,39,3.0,,,,1.0,1.0,,,
9361,"Comedy, Sports",Special,3,4.92,41,3.5,,,,1.0,1.0,,,
9362,Comedy,TV,156,5.71,66,0.3333333333333333,,,,,1.0,,,
9363,"Drama, Music, Slice of Life",TV,33,6.33,111,-1.0,1.0,1.0,,,1.0,,,
9364,"Drama, Music, Slice of Life",Special,2,7.33,54,-1.0,1.0,1.0,,,1.0,,,
9365,Adventure,ONA,1,4.4,70,3.3333333333333335,,,,,1.0,,,
9366,Slice of Life,ONA,1,4.12,82,2.3333333333333335,,1.0,,,,,,
9367,Slice of Life,ONA,7,3.59,87,3.6666666666666665,,1.0,,,,,,
9368,"Drama, Fantasy",Movie,1,5.2,74,-1.0,1.0,,1.0,,,,,
9369,Comedy,TV,23,5.06,251,2.3333333333333335,,,,,1.0,,,
9370,"Sci-Fi, Slice of Life",Special,1,1.67,51,-1.0,,1.0,1.0,,,,,
9371,"Action, Shounen, Sports",TV,13,6.56,198,2.6666666666666665,,,,1.0,1.0,,,
9372,Sci-Fi,Movie,1,5.08,72,4.5,,,1.0,,,,,
9373,"Fantasy, Kids",OVA,1,5.96,93,-1.0,,,1.0,,1.0,,,
9374,"Fantasy, Kids",OVA,1,6.35,76,-1.0,,,1.0,,1.0,,,
9375,"Fantasy, Kids",OVA,1,6.0,74,-1.0,,,1.0,,1.0,,,
9376,Kids,TV,52,5.22,93,2.5,,,,,1.0,,,
9377,"Fantasy, Kids",OVA,1,5.56,74,-1.0,,,1.0,,1.0,,,
9378,"Fantasy, Kids",OVA,1,4.31,78,-1.0,,,1.0,,1.0,,,
9379,"Comedy, Parody",ONA,1,3.41,140,2.0,,,,,1.0,,,
9380,"Comedy, Kids",Movie,1,6.33,62,-1.0,,,,,1.0,,,
9381,Action,Movie,1,6.4,91,-1.0,,,,1.0,,,,
9382,"Adventure, Drama",OVA,1,6.4,185,-1.0,1.0,,,,1.0,,,
9383,"Adventure, Fantasy, Kids",Special,1,4.45,56,-1.0,,,1.0,,1.0,,,
9384,Kids,Movie,1,7.57,74,-1.0,,,,,1.0,,,
9385,Kids,Movie,1,7.14,67,-1.0,,,,,1.0,,,
9386,"Romance, Shoujo, Slice of Life",OVA,1,5.9,171,3.0,,1.0,,,,,,
9387,Kids,Movie,1,4.37,78,4.5,,,,,1.0,,,
9388,Kids,TV,52,5.57,62,-1.0,,,,,1.0,,,
9389,"Kids, Sci-Fi",TV,52,5.42,60,-1.0,,,1.0,,1.0,,,
9390,"Cars, Kids",TV,26,5.25,65,-1.0,,,,,1.0,1.0,,
9391,"Cars, Kids",TV,26,5.63,66,-1.0,,,,,1.0,1.0,,
9392,"Adventure, Kids",Special,1,5.44,88,-1.0,,,,,1.0,,,
9393,"Cars, Kids",Movie,1,4.14,58,-1.0,,,,,1.0,1.0,,
9394,"Adventure, Kids",ONA,1,4.55,64,1.5,,,,,1.0,,,
9395,"Kids, Music",TV,13,5.31,53,-1.0,,,,,1.0,,,
9396,"Kids, Music",TV,14,5.36,55,-1.0,,,,,1.0,,,
9397,Comedy,ONA,12,4.85,118,2.25,,,,,1.0,,,
9398,Kids,Special,17,6.73,82,-1.0,,,,,1.0,,,
9399,"Drama, Kids",OVA,1,5.5,45,2.0,1.0,,,,1.0,,,
9400,Comedy,ONA,1,3.39,92,0.5,,,,,1.0,,,
9401,"Comedy, Mystery",Special,3,5.91,73,-1.0,,,,,1.0,1.0,,
9402,"Kids, Sports",Special,1,6.2,74,-1.0,,,,1.0,1.0,,,
9403,"Kids, Sports",TV,143,6.77,108,-1.0,,,,1.0,1.0,,,
9404,"Kids, Sports",Movie,1,4.5,73,-1.0,,,,1.0,1.0,,,
9405,"Kids, Sports",Movie,1,5.6,61,-1.0,,,,1.0,1.0,,,
9406,"Comedy, Sports",Movie,1,4.5,58,-1.0,,,,1.0,1.0,,,
9407,"Comedy, Sports",Movie,1,4.75,58,-1.0,,,,1.0,1.0,,,
9408,"Action, Mecha",ONA,3,5.96,201,5.0,,,1.0,1.0,,,,
9409,"Comedy, Slice of Life",OVA,6,5.08,93,6.0,,1.0,,,1.0,,,
9410,"Dementia, Music",Movie,1,5.08,73,4.0,1.0,,,,1.0,,,
9411,"Comedy, Kids",TV,51,5.9,148,-1.0,,,,,1.0,,,
9412,"Comedy, Kids",TV,51,5.86,102,-1.0,,,,,1.0,,,
9413,"Comedy, Ecchi, Romance",OVA,6,5.94,142,2.6666666666666665,,1.0,,,1.0,,1.0,
9414,Comedy,TV,11,5.49,496,-1.0,,,,,1.0,,,
9415,Comedy,TV,11,5.79,184,-1.0,,,,,1.0,,,
9416,"Comedy, Fantasy",OVA,1,6.8,151,-1.0,,,1.0,,1.0,,,
9417,"Comedy, Martial Arts",TV,26,7.13,94,-1.0,,,,1.0,1.0,,,
9418,"Comedy, Music",Movie,1,7.03,405,-1.0,,,,,1.0,,,
9419,"Comedy, Music, Shounen",OVA,3,6.8,122,-1.0,,,,,1.0,,,
9420,"Action, Comedy, Seinen",Movie,1,6.78,82,7.0,1.0,,,1.0,1.0,,,
9421,"Action, Fantasy, Historical, Martial Arts",Movie,1,6.91,254,-1.0,1.0,,1.0,1.0,,,,
9422,"Action, Fantasy, Historical, Martial Arts",ONA,1,5.81,107,-1.0,1.0,,1.0,1.0,,,,
9423,"Action, Fantasy, Historical, Martial Arts",TV,37,8.43,273,4.0,1.0,,1.0,1.0,,,,
9424,"Action, Adventure, Sci-Fi",TV,48,6.22,233,-1.0,,,1.0,1.0,1.0,,,
9425,"Comedy, Parody, School",TV,21,6.67,103,3.0,,1.0,,,1.0,,,
9426,"Drama, Historical",Movie,1,7.8,129,-1.0,1.0,,,,,,,
9427,Historical,Movie,1,6.21,132,-1.0,1.0,,,,,,,
9428,Comedy,TV,24,6.64,182,4.6,,,,,1.0,,,
9429,"Kids, Mecha",Special,1,3.26,67,4.0,,,1.0,,1.0,,,
9430,"Comedy, Drama, Shoujo",TV,26,6.13,241,-1.0,1.0,1.0,,,1.0,,,
9431,Music,Music,1,3.85,69,2.0,,,,,1.0,,,
9432,Adventure,TV,6,5.21,109,-1.0,,,,,1.0,,,
9433,Adventure,Movie,1,5.86,178,2.2,,,,,1.0,,,
9434,Adventure,Special,1,5.36,139,1.3333333333333333,,,,,1.0,,,
9435,Comedy,TV,24,4.83,93,-1.0,,,,,1.0,,,
9436,Music,Music,1,3.49,67,3.0,,,,,1.0,,,
9437,Dementia,Movie,1,4.4,69,-1.0,1.0,,,,,,,
9438,Kids,Movie,1,4.92,83,7.0,,,,,1.0,,,
9439,Slice of Life,TV,26,6.0,269,-1.0,,1.0,,,,,,
9440,"Comedy, Kids",TV,52,6.0,94,-1.0,,,,,1.0,,,
9441,"Comedy, Kids",ONA,13,5.22,163,2.6666666666666665,,,,,1.0,,,
9442,Kids,TV,13,5.17,73,-1.0,,,,,1.0,,,
9443,"Comedy, Sci-Fi",ONA,5,3.81,127,2.5,,,1.0,,1.0,,,
9444,Sci-Fi,TV,26,5.0,125,-1.0,,,1.0,,,,,
9445,"Adventure, Comedy, Kids, Slice of Life",TV,50,6.17,71,-1.0,,1.0,,,1.0,,,
9446,"Action, Mecha",Movie,1,4.67,90,2.0,,,1.0,1.0,,,,
9447,"Action, Mecha, Sci-Fi",Movie,1,4.81,86,-1.0,,,1.0,1.0,,,,
9448,Mecha,Movie,1,4.93,91,-1.0,,,1.0,,,,,
9449,"Action, Mecha, Sci-Fi",Movie,1,4.88,88,-1.0,,,1.0,1.0,,,,
9450,"Comedy, Kids",TV,104,6.54,108,4.5,,,,,1.0,,,
9451,"Action, Mecha, Sci-Fi",Movie,1,2.49,121,0.5,,,1.0,1.0,,,,
9452,Slice of Life,TV,110,6.75,64,-1.0,,1.0,,,,,,
9453,Comedy,TV,26,6.4,133,-1.0,,,,,1.0,,,
9454,"Drama, Josei, Romance",OVA,2,7.33,144,-1.0,1.0,1.0,,,,,,1.0
9455,"Adventure, Fantasy",TV,50,6.89,158,2.0,,,1.0,,1.0,,,
9456,"Sci-Fi, Space",Movie,1,5.64,96,3.0,,,1.0,,,,,
9457,Slice of Life,ONA,1,4.7,48,-1.0,,1.0,,,,,,
9458,"Romance, Shoujo",OVA,2,5.61,179,-1.0,,1.0,,,,,,
9459,"Fantasy, Kids",Movie,1,4.5,78,-1.0,,,1.0,,1.0,,,
9460,Supernatural,TV,52,5.59,102,3.0,,,1.0,,,,,
9461,"Action, Adventure",TV,26,7.16,212,1.0,,,,1.0,1.0,,,
9462,"Adventure, Fantasy",OVA,1,6.4,65,-1.0,,,1.0,,1.0,,,
9463,Drama,OVA,1,5.0,69,-1.0,1.0,,,,,,,
9464,"Action, Adventure, Drama, Historical, Martial Arts, Police, Samurai, Shounen, Slice of Life",TV,52,7.1,494,3.25,1.0,1.0,,1.0,1.0,1.0,,
9465,"Drama, Slice of Life",Movie,1,7.5,410,-1.0,1.0,1.0,,,,,,
9466,"Action, Mecha, Shounen",TV,50,6.64,219,1.5,,,1.0,1.0,1.0,,,
9467,Sci-Fi,Special,1,6.25,152,2.0,,,1.0,,,,,
9468,"Drama, Slice of Life",OVA,1,6.0,62,-1.0,1.0,1.0,,,,,,
9469,Comedy,ONA,25,6.0,31,-1.0,,,,,1.0,,,
9470,"Kids, Slice of Life",OVA,1,6.07,282,4.0,,1.0,,,1.0,,,
9471,"Comedy, Fantasy",TV,100,6.65,186,-1.0,,,1.0,,1.0,,,
9472,Drama,Movie,1,6.38,1498,-1.0,1.0,,,,,,,
9473,Kids,Movie,1,4.15,96,7.0,,,,,1.0,,,
9474,"Comedy, Super Power",TV,11,5.93,254,-1.0,,,,,1.0,,,
9475,"Adventure, Sci-Fi",Movie,1,4.3,94,1.0,,,1.0,,1.0,,,
9476,"Drama, Romance",Movie,1,3.58,111,2.5,1.0,1.0,,,,,,
9477,"Action, Drama, Samurai",OVA,1,5.82,212,2.6666666666666665,1.0,,,1.0,,1.0,,
9478,Kids,Movie,1,3.63,80,3.3333333333333335,,,,,1.0,,,
9479,"Comedy, Slice of Life",TV,27,7.33,72,-1.0,,1.0,,,1.0,,,
9480,Fantasy,OVA,1,6.16,132,-1.0,,,1.0,,,,,
9481,"Action, Historical",Special,1,7.86,68,-1.0,1.0,,,1.0,,,,
9482,Historical,Movie,1,7.2,124,5.333333333333333,1.0,,,,,,,
9483,"Action, Historical",Movie,1,7.03,177,3.75,1.0,,,1.0,,,,
9484,"Action, Historical",Movie,1,7.07,150,5.333333333333333,1.0,,,1.0,,,,
9485,"Action, Historical",Special,1,7.43,197,4.333333333333333,1.0,,,1.0,,,,
9486,"Fantasy, Kids, Magic",OVA,1,6.86,55,6.0,,,1.0,,1.0,,,
9487,"Fantasy, Kids",OVA,1,5.64,71,-1.0,,,1.0,,1.0,,,
9488,"Seinen, Slice of Life",OVA,1,5.38,187,-1.0,1.0,1.0,,,,,,
9489,Drama,Movie,1,3.8,97,4.0,1.0,,,,,,,
9490,Kids,OVA,1,5.23,62,-1.0,,,,,1.0,,,
9491,Drama,Movie,1,4.75,76,6.0,1.0,,,,,,,
9492,Historical,ONA,1,2.84,38,2.0,1.0,,,,,,,
9493,"Comedy, Kids",OVA,1,5.25,49,-1.0,,,,,1.0,,,
9494,"Comedy, Slice of Life",TV,13,6.0,57,-1.0,,1.0,,,1.0,,,
9495,"Comedy, Slice of Life",ONA,3,4.07,66,5.0,,1.0,,,1.0,,,
9496,"Historical, Kids",Movie,1,5.75,47,-1.0,1.0,,,,1.0,,,
9497,"Comedy, Slice of Life",Special,1,6.14,107,-1.0,,1.0,,,1.0,,,
9498,"Fantasy, Kids",TV,26,7.13,160,-1.0,,,1.0,,1.0,,,
9499,"Historical, Kids",Special,1,8.0,42,-1.0,1.0,,,,1.0,,,
9500,"Comedy, Parody, Police, Slice of Life",ONA,12,4.12,99,-1.0,,1.0,,,1.0,1.0,,
9501,"Comedy, School, Shounen",Special,1,6.14,94,3.0,,1.0,,,1.0,,,
9502,Comedy,ONA,2,4.39,155,-1.0,,,,,1.0,,,
9503,"Comedy, Drama, Ecchi, Romance, Seinen",OVA,2,6.22,162,3.0,1.0,1.0,,,1.0,,1.0,
9504,Music,Music,1,4.63,82,3.0,,,,,1.0,,,
9505,"Comedy, School, Shoujo",Special,1,6.41,116,-1.0,,1.0,,,1.0,,,
9506,"Adventure, Fantasy, Kids",OVA,10,5.66,161,-1.0,,,1.0,,1.0,,,
9507,Fantasy,OVA,20,6.49,207,-1.0,,,1.0,,,,,
9508,"Adventure, Fantasy, Historical, Kids, Magic, Supernatural",TV,4,6.71,103,6.0,1.0,,1.0,,1.0,,,
9509,Comedy,TV,1006,5.92,153,3.3333333333333335,,,,,1.0,,,
9510,"Adventure, Fantasy, Historical",TV,10,6.2,50,-1.0,1.0,,1.0,,1.0,,,
9511,Historical,OVA,6,5.75,53,-1.0,1.0,,,,,,,
9512,"Adventure, Sci-Fi",Special,1,6.0,57,-1.0,,,1.0,,1.0,,,
9513,"Drama, Historical",Movie,1,6.31,89,-1.0,1.0,,,,,,,
9514,"Action, Adventure, Mecha",OVA,3,4.93,113,-1.0,,,1.0,1.0,1.0,,,
9515,"Mecha, Parody, Sci-Fi",Movie,1,6.48,198,5.6,,,1.0,,1.0,,,
9516,"Action, Adventure, Comedy, Fantasy, Sci-Fi",Special,1,5.47,244,-1.0,,,1.0,1.0,1.0,,,
9517,"Kids, Slice of Life",OVA,1,4.75,65,-1.0,,1.0,,,1.0,,,
9518,"Comedy, Ecchi",TV,23,5.76,213,3.0,,,,,1.0,,1.0,
9519,"Drama, Historical",Movie,1,7.5,56,-1.0,1.0,,,,,,,
9520,Dementia,Movie,1,3.35,85,3.6666666666666665,1.0,,,,,,,
9521,Kids,Movie,1,5.25,86,-1.0,,,,,1.0,,,
9522,"Romance, Sci-Fi, Shoujo",OVA,1,5.64,152,1.3333333333333333,,1.0,1.0,,,,,
9523,"Action, Cars, Comedy, School, Seinen",OVA,4,7.6,169,4.5,1.0,1.0,,1.0,1.0,1.0,,
9524,Music,Music,1,3.54,55,3.0,,,,,1.0,,,
9525,"Action, Demons, Historical, Martial Arts, Samurai, Supernatural",TV,26,7.19,151,-1.0,1.0,,1.0,1.0,,1.0,,
9526,Comedy,Special,2,5.09,67,-1.0,,,,,1.0,,,
9527,"Comedy, Kids",ONA,1,4.54,65,2.6666666666666665,,,,,1.0,,,
9528,Comedy,OVA,4,6.69,85,-1.0,,,,,1.0,,,
9529,Kids,Movie,1,6.57,65,-1.0,,,,,1.0,,,
9530,Music,Music,1,4.35,73,3.0,,,,,1.0,,,
9531,"Action, Comedy, Romance, School, Shounen",OVA,2,6.0,161,3.5,,1.0,,1.0,1.0,,,
9532,Kids,TV,80,6.27,369,2.0,,,,,1.0,,,
9533,"Action, Cars",Special,1,4.69,66,-1.0,,,,1.0,,1.0,,
9534,"Adventure, Comedy, Fantasy, Kids, Magic",TV,101,6.6,87,-1.0,,,1.0,,1.0,,,
9535,"Adventure, Comedy, Fantasy, Kids, Magic",Movie,1,6.17,87,-1.0,,,1.0,,1.0,,,
9536,"Adventure, Comedy, Fantasy, Kids",Movie,1,4.75,90,-1.0,,,1.0,,1.0,,,
9537,"Comedy, Fantasy",TV,72,5.29,110,-1.0,,,1.0,,1.0,,,
9538,"Action, Comedy, Fantasy",OVA,6,5.0,69,-1.0,,,1.0,1.0,1.0,,,
9539,"Comedy, Slice of Life",TV,30,7.18,75,-1.0,,1.0,,,1.0,,,
9540,"Comedy, Slice of Life",Movie,1,5.9,66,-1.0,,1.0,,,1.0,,,
9541,"Adventure, Kids, Slice of Life",TV,73,6.48,103,3.5,,1.0,,,1.0,,,
9542,"Drama, Romance",OVA,1,6.5,79,-1.0,1.0,1.0,,,,,,
9543,"Adventure, Drama, Shoujo",OVA,1,6.0,122,-1.0,1.0,1.0,,,1.0,,,
9544,"Action, Martial Arts",OVA,2,5.87,137,3.0,,,,1.0,,,,
9545,Sports,TV,52,6.77,165,1.5,,,,1.0,,,,
